overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"12 29, 2015",A361MDDVW2JW39,B00DC7FWRE,Javier Ortiz,excellent,Five Stars,1451347200,,{'Format:': ' Video Game'},
4.0,False,"05 8, 2002",A1SW380WLMTUV6,B00004YLZM,Amazon Customer,".....But perhaps a little short. On the easy difficulty setting (I know, I know, I am wimpy) I beat the game in 21-23 hours over 3 days and nights.........But the harder settings are challenging. Graphics= smooth, clean looking, if only my computer were fast enough to run it at its fullest. :)",Good........,1020816000,,,
4.0,True,"12 8, 2013",A37NKLW40BWR66,B00DUARBTA,Stina,"Overall:
 We have played mostly all of the Lego series games and this will not disappoint.

Pros:
- Good looking graphics and environmental settings.
- Lots of characters to play
- New vehicles and moves
- Agent Coulson voice acting / same as Movie/TV Show (Clark Gregg)

Cons:
- Gameplay slows down in 2 player in bigger levels

So so:
- Controls sometimes act clunky
- Other voice actors don't seems to fit the part (if it looks like RD Jr, it should sound like him)",Fun for the family.,1386460800,2,{'Format:': ' Video Game'},
5.0,True,"01 15, 2010",A23O4YMO5RX3Y0,B001JKTC9A,Thiago Leo Kim,"You probably just read dozens and dozens of 5/5 comments talking about of how awesome this game is.
Long and short, this game is one of the best games ever made, for its top-of-the-line graphics, great acting, imersive gameplay, responsive controls, detailed world( movement, clothes, enviroment, objects , buildings, lights, FX), very good story-telling and thriling multiplayer. Only possible due to the great minds of Naughty Dog + PS3's Cell processor. Solid Gold!

It does have collected a lot of good stuff from another games. But in a way that the mix is so well done, that it turns to a brand new and creative game.",The one and only,1263513600,,,
5.0,True,"10 13, 2015",A2TLIXQXDLTIRR,B00EP7B8XC,Redrady1,great,Five Stars,1444694400,,{'Format:': ' Video Game'},
3.0,True,"07 5, 2013",AHHBZAEMJUMVY,B005JQWEXQ,Sebastian,"I didn't want this to be a bad experience for me. I wanted to say this is the greatest product ever. But upon arrival. I checked out the controls to make sure they made it safe. No..my navigation control has something broken, rattling loose inside. Its affecting my gameplay. The motion control won't calibrate right. The crosshairs are always pointing to the right and i have the Sharpshooter so its not a issue with how im aiming or anything on my part. Now LBP i have no issues with, great game. Its when i started playing Killzone 3 that i noticed, ""man, this is quite difficult."" In order to look right and left you have to point you crosshairs all the way toward the desired direction. This is no good when you have multiple enemies unloading on you. Its almost impossible to use Move even on Trooper difficulty. (Normal difficulty) on top if this i had to keep calibrating my control, moving the eye, and switching hands to get a better experience. Calibrating this control is a joke. They have you hold your motion control and spin it in 6 different directions until it ends up in the original upright position you start in. ?? Then you start a game and it asks you to calibrate again by pointing at the eye and pressing the move button. But depending on how your standing and where you point from you end up with a feeling that you didn't do it right. Especially when you hold the control where comfortable and yet Sackboys head is looking toward the ceiling or floor. Its so confusing and im usually good with this type of thing. I tried this out on almost all types of games that are move compatible. From LBP, NfS Most Wanted, Bioshock Infinite, and Killzone. In every game, easy mode seemed like hard mode. Goodluck playing 1999 mode on Infinite with move..HA! I'll purchase Time Crisis and House of Dead because you don't need to navigate through the game it moves for you and all you need to do is shoot em up. Hopefully this gives me the move experience i so desperately wanted. Low budget games play better than high end games? Unfortunately yes..i waited so long to buy this hoping they'd fix all the bugs and make it all better. But i was wrong. Plus my nav control is broken..this wasn't a good buy. Not for me at least.",LBP works great..my control not so much..,1372982400,,{'Edition:': ' LittleBigPlanet 2 Special Edition'},
3.0,True,"06 20, 2014",A1BM4MD9LK7NHV,B00DYAQHTQ,John A. Greco,"That is all I have to say, because most will either love it, and the other half will hate it. I was in the middle. It has great ideas and could turn into an awesome franchise like Assassin's Creed. Very lack luster compared to everything they were promising and showing during E3 and developer diaries.",It is okay.,1403222400,,"{'Edition:': ' Limited', 'Platform:': ' PlayStation 4'}",
3.0,True,"02 29, 2012",A3QI17FCTFEUYQ,B003KM98NK,Cows,"if i had the choice, i'd probably buy a different game instead of this. its very boring on the wii. if you like sims and you have your own computer, i'd recommend the computer version",its...ok,1330473600,,{'Format:': ' Video Game'},
5.0,True,"05 15, 2015",A2F6MNRST15EF7,B000YT3X5G,terence j mooney,GREAT,Five Stars,1431648000,,,
4.0,False,"03 8, 2009",AC8BQK23FRQDV,B001KY7GCA,Shelia Leverett,"I love the way that this game makes fun of overdone cliches in videogames. Buried beneath this front though, is a pretty solid third person shooter that is very easy to get into. It starts pretty simple and the further you progress in the storyline, the more funny and far-fetched the story gets. There were some sequences that could I could have been without, but for the most part I enjoyed this game throughly. You won't find a deep shooter with the cover mechanics and tight controls like Gears of War, but what it lacks in that department it makes up for in its charm and comedic approach to gaming.",Doesn't take itself too serious..,1236470400,3,{'Platform:': ' Xbox 360'},
5.0,True,"02 22, 2016",A18DKECSSN7JPT,B00N4ABT1C,Gustavo,"Lucas, a great character in Amiibo format, finally there is a way to get a figure based on the great game Mother 3. Great detail, no buts at all.","It's Lucas, it's Amiibo, something else?",1456099200,,"{'Color:': ' Lucas', 'Edition:': ' USA'}",
5.0,False,"08 21, 2008",A2NH6XSE79X3VY,B000JLIXIG,Dave,"This is really a breakout game, the only reason I knock off one star is because it can be very frustrating at times.  The AI is very good and the enemies can make you want to slam down the controller often.  The game itself is 5 stars easily due to the large variety of weapons, intensity, large maps, and great storyline.  It's very enjoyable to not simply fight the same monsters on every board, each level expands to include more powerful and more intelligent adversaries.  The various grenades and rockets are a ball to blow things up with and the gore/violence is intense.  Can't wait for Resistance II",Spectacular,1219276800,,{'Format:': ' Video Game'},
5.0,False,"10 23, 2014",A1Y4G25ZK77M3R,B00CHGYUE2,Morris G. Wells Jr.,great game the zombies mode is neverending fun for my kids.,Five Stars,1414022400,,{'Format:': ' Video Game'},
5.0,True,"02 27, 2015",A3QR9801FLODXI,B00KTNSLX6,Mike Schon,Little sister loves the game and it is very kid friendly.,Great game for kids and adults.,1424995200,,{'Format:': ' Video Game'},
5.0,False,"02 28, 2015",AB0TO7GR6BZQC,B00DBRM3G8,charlie,"""Satisfied""",Five Stars,1425081600,,{'Format:': ' Video Game'},
1.0,True,"03 9, 2016",A1ORST3FNV1FO6,B016NZGAQS,Ryan Skiver,"My order didn't even include the game disc, just the two cases",No game included,1457481600,,"{'Edition:': ' SteelBook', 'Platform:': ' PlayStation 4'}",
5.0,False,"05 18, 2009",AHN86VFJIJ2JP,B000YDIYFG,Chicago Book Addict,"I got this game because I was looking for one that would be equally fun when playing alone or with guests.  This game has fit the bill and then some.

I will admit when I originally picked up this game I was skeptical of how fun it would be.  Described as a 'puzzle/action game' it looked a bit basic in terms of skill level and complexity.  I also worried that it would be something more enteraining for families with young children than twentysomethings.  Happily this game proved me wrong and not only have my boyfriend and I gone through almost all the game play available, his mother also loved it so much she got her own copy.

There are many positives about the game.  The first is that it is addictively fun.  We have played it with many different crowds and have yet to find someone who doesn't enjoy the game.  Most are skeptical at first, but then addicted.  It is an especially good game for newbies to the Wii because the game play is very easy to master and intuitive.  Because of this less time is spent mastering the remote and more on enjoying the game.  It also takes full advantage of the movement and possibilities of the Wii remote so it feels very different than playing a game on another system.

I also appreciated the variety of activities between a single game.  Even though they are all different adapations of Jenga like games they are different enough to keep me entertained for hours.  Each game felt different enough that even when I had made it through most of the levels the subsequent ones never felt repetitive or boring.  There is even an in-game editor so you can build levels on your own, leading to seemingly endless gameplay.

Even though I can usually find some flaw with every video game I've purchased this was not the case with this game.  If anything, I'm wishing it came with more levels so I could play longer.

Overall this is a great game that I would recommend whether you are into single or multiplayer gameplay.  It is a particularly good game if you are new to the Wii system and want something you can master and enjoy quickly.  It is easily up there with&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Mario-Kart-Wii-with-Wii-Wheel/dp/B000XJNTNS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mario Kart Wii with Wii Wheel</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Super-Mario-Galaxy/dp/B000FQ9QVI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Super Mario Galaxy</a>.",Entertaining for single or multiplayer,1242604800,5,,
5.0,True,"10 10, 2015",APOINLFPNM0Q2,B002AB7TX8,Jameson,"Best action RPG I've ever played!
A little dated now but a must play none the less.",Cult classic,1444435200,,{'Format:': ' Video Game'},
5.0,True,"05 17, 2015",A1AME7MHXO2WK2,B00000DMB9,Victor,Very good and as expected. Recommended !,Five Stars,1431820800,,,
1.0,False,"03 6, 2014",A1MHB1HRR6VPEH,B00CYNTHA0,Stephanie,"You can easily see the 720p on this one, I thought i was playing on Xbox 360 for a min. This game look much better on the ps4. Anyways the game great, i enjoyed it",Horrible graphics on xbox one,1394064000,2,{'Format:': ' Video Game'},
2.0,False,"04 21, 2015",APMHTW705XSHS,B008SBZD9G,Chris B,The map navigation killed this game for me.  Spent so much time trying to follow the map to turn in quests. I saw on the forums that others complained about this too. People were calling them lazy. I might be lazy or even stupid but I just couldn't spend so much time looking for a NPC to turn in a quest. The quest navigation totally sucks.  Combat is slow and clunky but I could deal with that but not the extra half hour to find the area I needed to be at to do the combat. Not worth the subscription.  Buy to play?  Maybe I would try harder but probably not.,Quest tracker sucks,1429574400,,{'Format:': ' Software Download'},
5.0,True,"05 26, 2015",AOKBEXBIG445T,B00006M3R6,Nathaniel J.,Another great metroid game. Brings back a lot of good memories. Glad they made it available on the advance.,Classic,1432598400,,{'Format:': ' Video Game'},
3.0,True,"09 30, 2013",A1K5HT39YKZAHH,B0015DOMGE,Chuck Nasty,"I have tried to buy two of these from separate sources, and they came in completely different packaging brand new. Even so, they both had the same issue of the audio cutting out periodically when the cords are moving around, such as if you're wearing them while walking around, as people tend to do with headphones. I'm pretty sure the issue is how they're built and how they're stored in packaging. The cords are super-thin and easily breakable. The cords are then folded at many hard angles inside of the packaging, doubtlessly wearing down the copper wiring inside over the years, meaning that there probably isn't an unopened one of these anywhere that is fully functional. Not to mention they could break pretty easily from getting caught on something or just over time.
It's a shame, because they are the most comfortable headphones I've ever worn. The spring-loaded ear clip holds firm, yet gentle, like a good husband. They come with a built-in microphone, meaning they work for phones. I've seen that Sony still makes (or recently made) headphones identical to these, but they didn't have a microphone. The microphone is the most important part! That and the comfort. Most phone headsets are ear buds, which are crab. Or worse, ear clips that are also ear buds. What is even the point of that?
These headphones are much too unique but I suppose they are now a relic of the past.","Great in its heyday, but not built to last",1380499200,,,
5.0,False,"11 15, 2013",A19DKRIWW59HN4,B00D41GCVS,StevyJ,"I thought it was going to be a great game when I saw the previews for it and then it got a lot of bad reviews.  So I just decided to wait on the wii u version and get the 3ds one.  The movements on the 3ds version were a lot smoother than previous sonic games which were often very stiff IMO.  That along with his new moves, running up walls and the return of the spin dash made the gameplay seamless and complete.  Many of the levels on the 3ds were like mazes giving you a lot of options for exploration which was great unless your searching for red star rings.  The 3D levels were the best I've played on a sonic game ever something you just have to experience yourself.  The 2D levels were good with sonic but seemed to be designed for super sonic.  It has an online multiplayer race which can be very competitive and fun.  Every level in multiplayer can be mastered making the levels fast paced and fluid.  The overall game was actually very fast paced at times not much slower than previous sonic games IMO.

So some people suggest that the 3ds version is the better version.  I found them both to be unique.  The wii u version was definitely slower paced and more deliberate overall but just as rewarding.  The wii u version seems more like a game you would play after a long day at school or work just to relax.  Although there were several paths you can take for each stage like in previous games they were not mazes like on the 3ds.  I often used the spin dash on the 3ds where as on the wii u it's something that was more optional or for intermediate players.  The graphics were good and often had me going ""Ooooh shiny"".  I found the cutscenes to be boring on the wii u than on the 3ds, often just skipped.

Overall I'm very satisfied with both versions and would say that this is the best sonic game since the genesis era.  They finally got it right.  One thing I can say is if you don't care for the wii u version don't count out the 3ds one.","Quick Comparision, Wii U Vs. 3DS",1384473600,26,{'Format:': ' Video Game'},
5.0,True,"01 11, 2017",A26OMCS05JDKAG,B00O65I2VY,Rina,Just as suggested. My husband loves the additional controller.,Cord is bomb!,1484092800,,,
3.0,False,"02 17, 2014",A1S1BJFTA644TU,B00AR05D7I,Zalmorion the Fantastic,"Is this a bad game?  No.  Not really.  It does what it promises.  It offers real time strategy gaming the same way all the other AOE games did.  Nothing new here.  Same type of gaming.  Different settings and civilizations.

The main problem with this game is that it is really dated.  It just looks old.  The graphics are poor.  The movement of units is clunky.  Combat is uninspiring and looks just the same as it did in the original AOE games.  Navigating the map is a bit awkward at times.

Simply put, this is an outdated game.  It will offer you very little that is new to enjoy.  BUT . . . if you loved all of the other AOE games, you HAVE TO buy this.  It is well-done from that perspective.  An AOE fan will appreciate this game.

Still, it will never be able to compete with games being released now.  Don't expect it to.  It is a quaint resource-gathering race with point and click combat.",Ho Hum.  Dated Game.,1392595200,,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
4.0,False,"06 2, 2012",A18NPNRL7UB7DD,B001Q54VVC,Kimberly L. Ellis,"Unlike the first game, Mystery Case Files: Ravenhearst, Return To Ravenhearst adds the genre of adventure to hidden object and puzzle.
This game is darker than the first Ravenhearst game. You come to free Emma's soul. You discover Charles has abducted Rose and her twin girls. Now you must free them.
On Amazon both Ravenhearst and Return are rated 10+. I would have thought Return would have been older cause it's darker-Charles has abducted four females (Emma, Rose, and her twins) and imprisoned them. With that said, most kids today won't even bat an eye or perhaps know what the graphics imply. The credits show outtakes of the actors much like Jackie Chan shows in the credits that the action in his movies is not real; it's make believe. This makes me feel better about the darkness of this game and young kids playing it.
You move through scenes rather than using a map. You find objects that you use on devices later.
Puzzles are good. Graphics are great. Soundtrack is what I call Movie Music, full blown score. I like the music.
I've had to use walk throughs a couple of times. I skipped a couple of the puzzles that I found very frustrating.
Game length is long. I've played over 10 hours.
I enjoyed the puzzles in the first game much better. They were presented in a unique, quirky fashion.
All in all, I did enjoy this game.",Darker,1338595200,,,
5.0,True,"09 24, 2014",A1BS7AX3MHU981,B002D2Y3IS,olman Arnesto Moya,ok,Five Stars,1411516800,,,
5.0,True,"01 22, 2014",A3TVFR97PG41HN,B00002DHEV,Dray Thomas,"This product does what it was made for great . Keep me pleased and happy to have it. If some one plan to get this product it great and works , your hard earn money will not go down the drain.",perfect,1390348800,,,
1.0,False,"12 7, 2007",A2XNOB1T796Y6B,B00023B1SU,ChibiNeko,"I've been a long time fan of LSL & have played the games since I was about 12 & snuck onto my dad's computer. I was overjoyed to see that there was going to be another outing for this series & was looking forward to it, even when I heard that the series was not going to surround our favorite hero, Larry. However when I actually played the game I was incredibly dissapointed.
Unlike it's predecessors, the game is entirely a series of minigames instead of the point & click first person interface of the previous ones. That wouldn't have been so bad except they were the same exact mini-games that repeated with each character you pursue. The plotline was actually pretty watered down for a LSL release & was obviously missing the signature Al Lowe humor that made the previous ones so popular. There were some funny moments in the game (such as the 'Summer Loving'-esque song in the gay bar), but they were few & far between. Ultimately I was glad that I'd rented it for my PS2 instead of actually buying it.  I have to say that I didn't entirely expect it to be great when I discovered that it was due for the PS2 as well as for the computer, but I didn't expect it to be as terrible as it was. For people who just discovered the series, they are sure to be pleasantly surprised when they discover how much more entertaining the original games are, but for the rest of us... well, we'll always have the originals.",Dissapointing sequel to a great series,1196985600,3,{'Platform:': ' PlayStation 2'},
5.0,True,"03 3, 2017",A2VTL77EQBBQ1F,B00BT2BFKW,Tony Masiello,Fun characters to play on the infinity game.,Good addition,1488499200,,{'Style:': ' Wreck-It-Ralph Toy Box Pack'},
5.0,False,"12 14, 2015",A28SG8QV3LBJ6Q,B00ZJ20YQO,Beer,"I have been playing Destiny since I got my PS4 Destiny bundle January 2015, while the earlier DLC's were glitch fests they were still very fun to play. The Taken King has fixed those glitches and is by far the most superior Raid of the game. I love this game, I from time to time play others but always back to Destiny anytime they drop new content, and sparrow racing league is pretty fun! Just wish they came out with more than 2 courses to race on. A great game with content constantly being added. Just expect some pretty big downloads of updates each month (leave your ps4 on while at work and it will be done when you get home) Game on!",while the earlier DLC's were glitch fests they were still very fun to play,1450051200,,"{'Edition:': ' Legendary', 'Platform:': ' PlayStation 4'}",
5.0,True,"04 26, 2013",A3Q701355YLUNQ,B0013KPS8K,vicki,Bought this game for my granddaughter. Cute game. She enjoys playing it a lot. This is a great game for any family.,Cute game,1366934400,,{'Platform:': ' PlayStation2'},
5.0,True,"07 13, 2008",AZNCGVEPHC89T,B000VTQ3LU,MOHAMMAD ALNOWAIF,"it is very usefull cam , durable , quality image , really sony product !!!
very nice",usefull cam,1215907200,,,
2.0,False,"11 26, 2012",AK99N02LJ6YDT,B000P46NMK,Wild Rover,"I love the assassins creed series. Mostly II brotherhood and revelations. ACIII was fun, I enjoyed it. However, I had some serious issues.

First of all glitches. I had to reload so many times. Connor is a moron. Carrying two of the same handgun is impossible due to glitches with certain pistols spawning in your holsters every loading point. I had desyncronize all the time to restart missions due to fialing misson ques.

Firearm fails. Okay, so the most powerful pistol would be the Italian flint lock, barrel length is the leading factor in high muzzle velocity, not name or exterior decor. The flintlock musket would outrange all the pistols by double the distance. Less maybe the italian flintlock. Double barrel pistols have two hammers on either side. Not one that magically recocks and re primes itself. The duckfoot was correct. I tend to have a field day in video games with firearm fails.

Conner sucks, a lot. At first I liked Conner, native American badass, son of a Templar. But as the story progressed, I hated him. I wish haythem killed Connor, I liked haythem. He should have had a change in heart or something. Then I would have been happy. Conner is a immature, lacks assassin values and seemed more like a robot than a man. I disagreed with a lot of his decisions. He reminded me of terminator. No heart in anything he did. Ezio was amazing. He was funny and heroic, I always loved it when he won! He was the boss.

Desmond was annoying and fail. I would had been happy if they allowed more free roaming of new York in modern times. Also, the roaming of the wilderness outside of that end of the world tomb. It all felt boxed and too pre determined. All you do is walk into cut scenes.

I liked hunting, that was fun. I wish the bow was more detailed. Custom arrow heads would have been nice. Like a rope arrow, poisen arrows, flaming arrows and armor piercing would have been cool. Also maybe customizable projectiles for guns. assassins should be at a higher technology base than the average citizen.

All in all, I enjoyed the game, but since I played the previous AC's, I was left a little bummed.",I miss Ezio.,1353888000,15,{'Format:': ' Video Game'},
5.0,True,"11 25, 2014",ALYYFEOVO9EXZ,B00006F2ZP,Jaime Linton,Great product. [:,Five Stars,1416873600,,{'Platform:': ' PlayStation 2'},
5.0,True,"07 22, 2010",ABVWBJZKBFIIV,B003M2T8IS,N. Peterson,"Summer's here and there is a lack of FPS games.  At first I was hesitant to purchase Singularity, but I'm glad I did!

The gameplay is your standard FPS fare, nothing new or boundary pushing in Singularity.  The story is interesting, I like the sci-fi elements.  There are too many ""war"" FPS games out there so Singularity fills the void nicely.

Over the course of the game, you receive a Time Manipulation Device, or TMD.  As you play, your TMD is upgraded with powers such as slowing down time, reverting enemies into creatures that go on a rampage, picking up and throwing objects around the environment, and using TMD power as a thruster to knock back and harm enemies and objects.

I like the variety of enemies in this game.  You have Russian troops coming after you as well as different types of mutated humans as a result of the explosion and E99.  Enemies use a variety of weapons and the mutants can throw exploding barrels at you.

The graphics in the game are average, similar to the ""war"" type FPS games where objects and textures appear somewhat blurry/pixelated when you stand next to them.  It's nothing serious and it didn't affect my enjoyment of the game at all.

There are a number of different weapons, your standard rifle and shotgun, pistol, grenade launcher (with a remote controlled rolling bomb secondary attack), sniper rifle, and more, I don't want to give away everything.  Each weapon's clip capacity, reload speed, and damage can be upgraded twice using weapon kits you find in various places around the levels.  First level upgrades require one kit, 2nd require 2.

Scattered everywhere in the game is E99, an element used in everything in this alternate reality.  You collect various containers of it and it's used as a currency to purchase different upgrades such as carrying more health packs, using health faster, longer sprint, more oxygen for swimming, extra weapon precision, and what not.  These different upgrades must be found on blueprints around the levels.  They are generally easy to spot but there are a few that you may pass by.

Overall Singularity is an extremely underrated game.  I'm sad that it hasn't sold more copies because Raven is a good developer.  I thought that by sharing my opinions of the game, I can sway people to check it out.  I've put about 8 hours into the game and I'm not finished yet.  I still have another chapter and a half or so.  I'm playing on hard difficuly and there are places where you will die repeatedly, but nothing so frustrating that you throw the controller.",Great FPS for the Summer,1279756800,,"{'Edition:': ' Game with free Graphic Novel', 'Platform:': ' PlayStation 3'}",
5.0,True,"12 20, 2013",A3H7IN7FW22Q7Z,B000E61G4O,Mister B,"This works great on my 42"" LCD HDTV.  It's up to the system and the games to support high resolutions, but every original Xbox game supports 480p progressive scan at least.  Games that support 720p like Soul Calibur 2 look astounding - you could confuse them for a 360 game.

I'm using it on an XBMC-modded system, and it's great for video as well as for games. Make sure to pick the right resolution in the interface, because at first mine booted to 480i.",Gives an old system new life,1387497600,,,
3.0,True,"10 14, 2015",A1Z8659Q40LXA8,B00111SFEU,GAVITRAX,"The headset is fine. There's a little too much white noise in the background for my preference, but shipping and condition wise it was fine.",The headset is fine. There's a little too much white noise in ...,1444780800,,,
4.0,True,"10 25, 2015",A2D7GNO8DM7HTN,B000038ABO,Joycelin,"I never played this game before, but when I got it... I just didn't stop playing. It's fun. But anyways: fast shipping, decent packaging, was a little sticky though.",Amazing game!,1445731200,,,
5.0,True,"08 24, 2014",A1PFR01JUKTECX,B00178630A,kevin yao,great!,Five Stars,1408838400,,{'Format:': ' Computer Game'},
5.0,False,"11 12, 2008",AIC7J32QZY2KF,B0014CFO4K,Craig Moller,"In 2006 when the first Gears of War came out on the 360, it was one of the highest and most popular selling games. This highly anticipated sequel picks up six months after the events of the blockbuster original Gears of War. However the sequel completely outdoes the original in so many ways with major enhancements, Epic Games didn't disappoint. Such as more weapons, bigger vehicles, and more action. The enemies are more dangerous, and the total experiences in both campaign and multiplayer is more immersive than ever. The new revolutionary tactical combat system, will challenge you depending on the four different difficulty, casual being the easiest and insane being the hardest difficulty, you choose to devise a strategy that will work against the incredible enemies who exhibit smart AI. Combined with the sweeping visuals and evocative locales of Sera, where the story takes place, Gears of War 2 offers jaw-dropping graphics that are made possible through advances in Unreal Engine 3 just for the xbox 360.

The limited edition version has everything you would ever need with features including several extras, including a Collectible SteelBook DVD case, ""Beneath the Surface: An Inside Look at Gears of War 2 including some of the original trailers and some samples of the soundtrack,"" a 48-page hardbound book with exclusive art and a foreword by Design Director Cliff Bleszinski. You also get an exclusive gold-plated Lancer Assault Rifle that you can use during online play as well as an additional 5 new well detailed multiplayer maps that can be unlocked via xbox live which brings more bang for your buck.

A fantastic game with a solid and polished campaign along with a fantastic memorable experience with multiplayer, with endless replay value making you wanting you to finnish the game more than once. It also consists of fantastic bonus features and material, so don't miss out on this summer's blockbuster masterpiece.",One of the best titles out for the 360,1226448000,2,{'Format:': ' Video Game'},
4.0,False,"08 9, 2016",A3HNBLO0KIJVTS,B00ZQB28XK,paper tiger,"You start out on a random planet, weak, injured & with a disabled ship. You choose what to do next. You search the planet to regain strength and repair your ship. This is how the game starts. From what I understand, you, your ship & the planet you are on is randomly generated and different for each player.

PROS
+ Beautiful world. Colorful, full of plants, caves, creatures. The world is endless. This game will never end!
+ Massive area to explore. I see no end to the vastness of this world.
+ Interesting, upgradable character, weapons & ships.
+ Slowly progressive story-line. Very open.

CONS
- At first, it's quite unclear what exactly to do. But that is the style of the game. You will slowly discover the tools needed to progress.
- Sometimes save points are not often enough. You could spend hours searching and just walking around without a save. You can save when you enter & exit your ship and when you find little save tower things.
- The idea of the game is simple. Due to this it can get repetitive.

The graphics are decent, they were going more for style than wow factor. The control is solid and over-all the joy of the game is to simply enjoy exploring at your own pace. This game is massively huge and will take you forever to complete, if there ever actually is a foreseeable closure to the game.

The save feature is the only downfall to this game. I see myself simply putting my PS4 into suspend mode to basically pause the game. However as the game does have many online features, I may get kicked out. Time will tell. I have kids and work, so I cannot dedicate hours upon hours to play non-stop. This save feature may cause issues and may deter me from even playing as I know I could potentially play for an hour then end up losing everything I just did if I cannot locate a save point or get back to my ship quick enough.

Time will tell how the game evolves as I play, but over-all I'm really enjoying. It is very relaxing at times as the score is naturally peaceful and the visuals are fun & stylistic.

Highly recommended!","Fun, Stylistic Adventure Game. Massive!!!",1470700800,104,,
5.0,True,"02 3, 2017",A1N0EVG4N1OPKA,B00OAYHIRA,William Patrick,"It doesn't have the touch sensitive R2 and L2 buttons, and it doesn't have the official PlayStation symbols on the buttons, but it is just as good as an official controller. If there was just one complain I had, it would be that the cord isn't as long as it could have been, so you'll find yourself needing to scoot up closer to the television.","Short cord, but just as good as official controller",1486080000,,,
5.0,True,"07 10, 2012",A2B7A05JVS9CKT,B003P9LE5I,TimQ,I consider this the best wrestling game in the Xbox 360 market right now. It is highly customizable and still much better than all the bugs and gliches in the 2012 edition. I happily sold the 2012 edition to buy back a 2011 edition.,2011 much better than 2012,1341878400,3,{'Platform:': ' Xbox 360'},
3.0,True,"08 20, 2009",A3CZWVP4QVFFEV,B000YDIYFG,Arapheon,"I didn't find this game all that rewarding.  I understand that at 30 years old I am likely not the key demgraphic, but for all the hype I didn't think it delivered.

Gameplay: rather repetitive. the levels were a mixed bag varying from boring to mildly amusing.  There just isn't enough substance here to make it worth while.  Then it seems like you are doing the same thing over and over.  My 9 year old kid enjoyed it just a BIT more than I did, but he moved on from it very quickly, and has never really looked back, opting for games with more substantial playability.

Creation Tool: not powerful.  Of course, After spending 4 months last year creating levels for Little Big Planet, I may be somewhat spoiled in terms of level creation.  Nonetheless, I found the editor to be unintuitive and difficult to control.

Graphics:  These are pretty bad, even for a Wii game.",Not as fun as it looks,1250726400,,,
